,description,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity (magnitude),source,iso3,Death,Displaced,GDACS_ID,longitude,latitude
899,GREEN Flood in Jamaica from: 15 Nov 2005 00 to: 17 Nov 2005 23.,GREEN,1.0,GREEN,1.0,Jamaica,2005-11-15 00:00:00,2005-11-17 23:59:59,3.36,DFO,JAM,3.0,-1.0,FL 2765,-76.937,18.172
900,GREEN Flood in France from: 15 Nov 2005 00 to: 17 Nov 2005 23.,GREEN,1.0,GREEN,1.0,France,2005-11-15 00:00:00,2005-11-17 23:59:59,3.77,DFO,FRA,2.0,1000.0,FL 2763,3.006,42.948
901,GREEN Flood in Malawi from: 22 Dec 2005 00 to: 07 Feb 2006 23.,GREEN,1.0,GREEN,1.0,Malawi,2005-12-22 00:00:00,2006-02-07 23:59:59,7.33,DFO,MWI,23.0,50000.0,FL 2773,37.169,-17.236
902,GREEN Flood in USA from: 31 Dec 2005 00 to: 31 Dec 2005 00.,GREEN,1.0,Green,1.0,USA,2005-12-31 00:00:00,2005-12-31 00:00:00,6.43,DFO,   ,0.0,4000.0,FL 2776,-121.099,39.494
903,GREEN Flood in Phillipines from: 05 Dec 2005 00 to: 29 Dec 2005 23.,GREEN,1.0,GREEN,1.0,Phillipines,2005-12-05 00:00:00,2005-12-29 23:59:59,5.06,DFO,PHL,9.0,60000.0,FL 2772,119.171,10.092
904,GREEN Flood in Vietnam from: 04 Dec 2005 00 to: 24 Dec 2005 23.,GREEN,1.0,GREEN,1.0,Vietnam,2005-12-04 00:00:00,2005-12-24 23:59:59,6.12,DFO,VNM,62.0,20000.0,FL 2770,108.583,13.607
905,GREEN Flood in Congo Republic from: 24 Dec 2005 00 to: 24 Dec 2005 00.,GREEN,1.0,Green,1.0,Congo Republic,2005-12-24 00:00:00,2005-12-24 00:00:00,3.74,DFO,   ,1.0,-1.0,FL 2775,15.213,-4.133
906,GREEN Flood in Western Sahara from: 22 Dec 2005 00 to: 22 Dec 2005 00.,GREEN,1.0,Green,1.0,Western Sahara,2005-12-22 00:00:00,2005-12-22 00:00:00,6.06,DFO,   ,0.0,3000.0,FL 2774,-10.879,27.118
907,GREEN Flood in Canada from: 05 Dec 2005 00 to: 16 Dec 2005 23.,GREEN,1.0,GREEN,1.0,Canada,2005-12-05 00:00:00,2005-12-16 23:59:59,4.64,DFO,CAN,0.0,56.0,FL 2771,-98.249,51.846
908,GREEN Flood in Norway from: 30 Jan 2006 00 to: 30 Jan 2006 00.,GREEN,1.0,Green,1.0,Norway,2006-01-30 00:00:00,2006-01-30 00:00:00,5.7,DFO,   ,1.0,200.0,FL 2790,11.93,64.15
909,GREEN Flood in Fiji from: 29 Jan 2006 00 to: 29 Jan 2006 00.,GREEN,1.0,Green,1.0,Fiji,2006-01-29 00:00:00,2006-01-29 00:00:00,4.75,DFO,   ,0.0,168.0,FL 2791,177.68,-17.82
910,GREEN Flood in Brazil from: 27 Jan 2006 00 to: 27 Jan 2006 00.,GREEN,1.0,Green,1.0,Brazil,2006-01-27 00:00:00,2006-01-27 00:00:00,4.57,DFO,   ,12.0,-1.0,FL 2787,-43.36,-22.56
911,ORANGE Flood in Philippines from: 26 Jan 2006 00 to: 26 Jan 2006 00.,ORANGE,2.0,Orange,2.0,Philippines,2006-01-26 00:00:00,2006-01-26 00:00:00,5.84,DFO,   ,4.0,256641.0,FL 2785,121.82,17.02
912,GREEN Flood in Indonesia from: 26 Jan 2006 00 to: 26 Jan 2006 00.,GREEN,1.0,Green,1.0,Indonesia,2006-01-26 00:00:00,2006-01-26 00:00:00,6.16,DFO,   ,19.0,10000.0,FL 2789,108.59,-6.85
913,ORANGE Flood in Bolivia from: 25 Jan 2006 00 to: 25 Jan 2006 00.,ORANGE,2.0,Orange,2.0,Bolivia,2006-01-25 00:00:00,2006-01-25 00:00:00,7.9,DFO,   ,23.0,100000.0,FL 2786,-63.43,-16.03
914,GREEN Flood in Indonesia from: 22 Jan 2006 00 to: 22 Jan 2006 00.,GREEN,1.0,Green,1.0,Indonesia,2006-01-22 00:00:00,2006-01-22 00:00:00,5.46,DFO,   ,11.0,3000.0,FL 2788,117.29,-8.44
915,GREEN Flood in Namibia from: 18 Jan 2006 00 to: 18 Jan 2006 00.,GREEN,1.0,Green,1.0,Namibia,2006-01-18 00:00:00,2006-01-18 00:00:00,3.11,DFO,   ,0.0,-1.0,FL 2783,15.71,-25.48
916,GREEN Flood in Trinidad from: 14 Jan 2006 00 to: 14 Jan 2006 00.,GREEN,1.0,Green,1.0,Trinidad,2006-01-14 00:00:00,2006-01-14 00:00:00,4.26,DFO,   ,0.0,600.0,FL 2781,-61.24,10.32
917,GREEN Flood in Malaysia from: 26 Feb 2006 00 to: 26 Feb 2006 00.,GREEN,1.0,Green,1.0,Malaysia,2006-02-26 00:00:00,2006-02-26 00:00:00,3.07,DFO,   ,0.0,9000.0,FL 2811,101.65,3.12
918,GREEN Flood in Namibia from: 24 Feb 2006 00 to: 24 Feb 2006 00.,GREEN,1.0,Green,1.0,Namibia,2006-02-24 00:00:00,2006-02-24 00:00:00,5.21,DFO,   ,5.0,2100.0,FL 2810,17.98,-24.53
919,GREEN Flood in USA from: 21 Feb 2006 00 to: 21 Feb 2006 00.,GREEN,1.0,Green,1.0,USA,2006-02-21 00:00:00,2006-02-21 00:00:00,4.63,DFO,   ,0.0,-1.0,FL 2808,-99.99,21.49
920,GREEN Flood in Serbia-Montenegro from: 21 Feb 2006 00 to: 21 Feb 2006 00.,GREEN,1.0,Green,1.0,Serbia-Montenegro,2006-02-21 00:00:00,2006-02-21 00:00:00,4.96,DFO,   ,0.0,1200.0,FL 2809,20.83,42.6
921,GREEN Flood in Yemen from: 20 Feb 2006 00 to: 20 Feb 2006 00.,GREEN,1.0,Green,1.0,Yemen,2006-02-20 00:00:00,2006-02-20 00:00:00,4.63,DFO,   ,5.0,2000.0,FL 2804,44.18,14.54
922,GREEN Flood in Papua New Guinea from: 18 Feb 2006 00 to: 18 Feb 2006 00.,GREEN,1.0,Green,1.0,Papua New Guinea,2006-02-18 00:00:00,2006-02-18 00:00:00,4.72,DFO,   ,6.0,5000.0,FL 2812,144.38,-5.8
923,GREEN Flood in Ecuador from: 16 Feb 2006 00 to: 16 Feb 2006 00.,GREEN,1.0,Green,1.0,Ecuador,2006-02-16 00:00:00,2006-02-16 00:00:00,6.69,DFO,   ,17.0,55000.0,FL 2802,-79.98,-2.23
924,GREEN Flood in China from: 16 Feb 2006 00 to: 16 Feb 2006 00.,GREEN,1.0,Green,1.0,China,2006-02-16 00:00:00,2006-02-16 00:00:00,5.79,DFO,   ,0.0,3000.0,FL 2803,87.21,40.66
925,GREEN Flood in Lesotho from: 15 Feb 2006 00 to: 15 Feb 2006 00.,GREEN,1.0,Green,1.0,Lesotho,2006-02-15 00:00:00,2006-02-15 00:00:00,5.73,DFO,   ,9.0,3000.0,FL 2801,28.24,-29.67
926,GREEN Flood in Vietnam from: 14 Feb 2006 00 to: 14 Feb 2006 00.,GREEN,1.0,Green,1.0,Vietnam,2006-02-14 00:00:00,2006-02-14 00:00:00,5.45,DFO,   ,0.0,500.0,FL 2805,106.93,17.04
927,GREEN Flood in Brazil from: 13 Feb 2006 00 to: 13 Feb 2006 00.,GREEN,1.0,Green,1.0,Brazil,2006-02-13 00:00:00,2006-02-13 00:00:00,6.73,DFO,   ,3.0,33000.0,FL 2806,-70.3,-9.15
928,GREEN Flood in Indonesia from: 13 Feb 2006 00 to: 13 Feb 2006 00.,GREEN,1.0,Green,1.0,Indonesia,2006-02-13 00:00:00,2006-02-13 00:00:00,5.57,DFO,   ,33.0,17500.0,FL 2807,124.66,1.07
929,GREEN Flood in USA from: 31 Mar 2006 00 to: 31 Mar 2006 00.,GREEN,1.0,Green,1.0,USA,2006-03-31 00:00:00,2006-03-31 00:00:00,3.33,DFO,   ,0.0,-1.0,FL 2831,-99.99,21.35
930,GREEN Flood in Australia from: 30 Mar 2006 00 to: 30 Mar 2006 00.,GREEN,1.0,Green,1.0,Australia,2006-03-30 00:00:00,2006-03-30 00:00:00,6.13,DFO,   ,0.0,500.0,FL 2828,115.13,-25.68
931,GREEN Flood in USA from: 30 Mar 2006 00 to: 30 Mar 2006 00.,GREEN,1.0,Green,1.0,USA,2006-03-30 00:00:00,2006-03-30 00:00:00,5.62,DFO,   ,1.0,-1.0,FL 2829,-96.89,47.0
932,GREEN Flood in Czech Republic from: 28 Mar 2006 00 to: 28 Mar 2006 00.,GREEN,1.0,Green,1.0,Czech Republic,2006-03-28 00:00:00,2006-03-28 00:00:00,6.92,DFO,   ,9.0,11000.0,FL 2826,16.09,49.86
933,GREEN Flood in Hungary from: 28 Mar 2006 00 to: 28 Mar 2006 00.,GREEN,1.0,Green,1.0,Hungary,2006-03-28 00:00:00,2006-03-28 00:00:00,6.8,DFO,   ,3.0,6020.0,FL 2827,19.08,48.67
934,GREEN Flood in Australia from: 27 Mar 2006 00 to: 27 Mar 2006 00.,GREEN,1.0,Green,1.0,Australia,2006-03-27 00:00:00,2006-03-27 00:00:00,5.54,DFO,   ,0.0,-1.0,FL 2824,137.66,-33.97
935,GREEN Flood in South Africa from: 26 Mar 2006 00 to: 26 Mar 2006 00.,GREEN,1.0,Green,1.0,South Africa,2006-03-26 00:00:00,2006-03-26 00:00:00,4.1,DFO,   ,6.0,4160.0,FL 2825,24.83,-27.44
936,ORANGE Flood in Brazil from: 25 Mar 2006 00 to: 25 Mar 2006 00.,ORANGE,2.0,Orange,2.0,Brazil,2006-03-25 00:00:00,2006-03-25 00:00:00,7.54,DFO,   ,8.0,116000.0,FL 2842,-52.29,-2.81
937,GREEN Flood in Afghanistan from: 29 Apr 2006 00 to: 29 Apr 2006 00.,GREEN,1.0,Green,1.0,Afghanistan,2006-04-29 00:00:00,2006-04-29 00:00:00,5.24,DFO,   ,9.0,400.0,FL 2855,66.83,35.67
938,GREEN Flood in Burma (Myanmar) from: 29 Apr 2006 00 to: 29 Apr 2006 00.,GREEN,1.0,Green,1.0,Burma (Myanmar),2006-04-29 00:00:00,2006-04-29 00:00:00,5.74,DFO,   ,21.0,800.0,FL 2859,94.95,18.37
939,GREEN Flood in Papua New Guinea from: 27 Apr 2006 00 to: 27 Apr 2006 00.,GREEN,1.0,Green,1.0,Papua New Guinea,2006-04-27 00:00:00,2006-04-27 00:00:00,4.27,DFO,   ,1.0,300.0,FL 2854,143.7,-6.16
940,GREEN Flood in New Zealand from: 26 Apr 2006 00 to: 26 Apr 2006 00.,GREEN,1.0,Green,1.0,New Zealand,2006-04-26 00:00:00,2006-04-26 00:00:00,4.44,DFO,   ,0.0,1200.0,FL 2853,170.37,-45.69
941,GREEN Flood in Canada from: 22 Apr 2006 00 to: 22 Apr 2006 00.,GREEN,1.0,Green,1.0,Canada,2006-04-22 00:00:00,2006-04-22 00:00:00,5.75,DFO,   ,0.0,2000.0,FL 2852,-82.09,52.53
942,GREEN Flood in Thailand from: 31 May 2006 00 to: 31 May 2006 00.,GREEN,1.0,Green,1.0,Thailand,2006-05-31 00:00:00,2006-05-31 00:00:00,4.07,DFO,   ,0.0,-1.0,FL 2875,100.91,15.13
943,GREEN Flood in India from: 31 May 2006 00 to: 31 May 2006 00.,GREEN,1.0,Green,1.0,India,2006-05-31 00:00:00,2006-05-31 00:00:00,6.29,DFO,   ,41.0,-1.0,FL 2876,75.23,18.73
944,ORANGE Flood in India from: 31 May 2006 00 to: 31 May 2006 00.,ORANGE,2.0,Orange,2.0,India,2006-05-31 00:00:00,2006-05-31 00:00:00,7.01,DFO,   ,21.0,600000.0,FL 2879,94.02,26.6
945,ORANGE Flood in China from: 30 May 2006 00 to: 30 May 2006 00.,ORANGE,2.0,Orange,2.0,China,2006-05-30 00:00:00,2006-05-30 00:00:00,6.23,DFO,   ,57.0,356000.0,FL 2877,118.57,26.75
946,GREEN Flood in USA from: 28 May 2006 00 to: 28 May 2006 00.,GREEN,1.0,Green,1.0,USA,2006-05-28 00:00:00,2006-05-28 00:00:00,5.68,DFO,   ,0.0,-1.0,FL 2874,-94.73,30.17
947,GREEN Flood in Canada from: 26 May 2006 00 to: 26 May 2006 00.,GREEN,1.0,Green,1.0,Canada,2006-05-26 00:00:00,2006-05-26 00:00:00,4.41,DFO,   ,0.0,300.0,FL 2880,-99.99,67.93
948,GREEN Flood in Morocco from: 26 May 2006 00 to: 26 May 2006 00.,GREEN,1.0,Green,1.0,Morocco,2006-05-26 00:00:00,2006-05-26 00:00:00,5.3,DFO,   ,6.0,1100.0,FL 2872,-4.05,32.15
949,GREEN Flood in Romania from: 30 Jun 2006 00 to: 30 Jun 2006 00.,GREEN,1.0,Green,1.0,Romania,2006-06-30 00:00:00,2006-06-30 00:00:00,3.65,DFO,   ,21.0,600.0,FL 2902,25.95,47.8
950,GREEN Flood in China from: 30 Jun 2006 00 to: 30 Jun 2006 00.,GREEN,1.0,Green,1.0,China,2006-06-30 00:00:00,2006-06-30 00:00:00,1.82,DFO,   ,8.0,-1.0,FL 2903,120.96,40.7
951,GREEN Flood in China from: 28 Jun 2006 00 to: 28 Jun 2006 00.,GREEN,1.0,Green,1.0,China,2006-06-28 00:00:00,2006-06-28 00:00:00,6.08,DFO,   ,50.0,10000.0,FL 2900,105.73,28.47
952,GREEN Flood in China from: 28 Jun 2006 00 to: 28 Jun 2006 00.,GREEN,1.0,Green,1.0,China,2006-06-28 00:00:00,2006-06-28 00:00:00,5.59,DFO,   ,30.0,44400.0,FL 2901,117.03,34.04
953,GREEN Flood in USA from: 25 Jun 2006 00 to: 25 Jun 2006 00.,GREEN,1.0,Green,1.0,USA,2006-06-25 00:00:00,2006-06-25 00:00:00,6.23,DFO,   ,11.0,65000.0,FL 2895,-75.78,40.41
954,GREEN Flood in Indonesia from: 25 Jun 2006 00 to: 25 Jun 2006 00.,GREEN,1.0,Green,1.0,Indonesia,2006-06-25 00:00:00,2006-06-25 00:00:00,5.07,DFO,   ,26.0,3000.0,FL 2896,115.49,-3.29
955,ORANGE Flood in China from: 25 Jun 2006 00 to: 25 Jun 2006 00.,ORANGE,2.0,Orange,2.0,China,2006-06-25 00:00:00,2006-06-25 00:00:00,4.84,DFO,   ,25.0,123000.0,FL 2897,111.06,27.06
956,GREEN Flood in China from: 25 Jun 2006 00 to: 25 Jun 2006 00.,GREEN,1.0,Green,1.0,China,2006-06-25 00:00:00,2006-06-25 00:00:00,4.36,DFO,   ,4.0,5000.0,FL 2898,108.45,26.01
957,GREEN Flood in Honduras from: 25 Jun 2006 00 to: 25 Jun 2006 00.,GREEN,1.0,Green,1.0,Honduras,2006-06-25 00:00:00,2006-06-25 00:00:00,4.84,DFO,   ,4.0,1500.0,FL 2899,-88.07,14.9
958,ORANGE Flood in India from: 24 Jun 2006 00 to: 24 Jun 2006 00.,ORANGE,2.0,Orange,2.0,India,2006-06-24 00:00:00,2006-06-24 00:00:00,7.32,DFO,   ,160.0,-1.0,FL 2894,83.67,25.62
959,GREEN Flood in Indonesia from: 23 Jun 2006 00 to: 23 Jun 2006 00.,GREEN,1.0,Green,1.0,Indonesia,2006-06-23 00:00:00,2006-06-23 00:00:00,3.65,DFO,   ,0.0,5000.0,FL 2893,123.01,0.55
960,GREEN Flood in Afghanistan from: 30 Jul 2006 00 to: 30 Jul 2006 00.,GREEN,1.0,Green,1.0,Afghanistan,2006-07-30 00:00:00,2006-07-30 00:00:00,5.84,DFO,   ,35.0,-1.0,FL 2936,69.747,34.079
961,ORANGE Flood in Philippines from: 30 Jul 2006 00 to: 30 Jul 2006 00.,ORANGE,2.0,Orange,2.0,Philippines,2006-07-30 00:00:00,2006-07-30 00:00:00,4.04,DFO,   ,8.0,476027.0,FL 2937,120.74,15.862
962,ORANGE Flood in India from: 28 Jul 2006 00 to: 28 Jul 2006 00.,ORANGE,2.0,Orange,2.0,India,2006-07-28 00:00:00,2006-07-28 00:00:00,7.81,DFO,   ,457.0,140000.0,FL 2935,73.824,20.194
963,GREEN Flood in USA from: 27 Jul 2006 00 to: 27 Jul 2006 00.,GREEN,1.0,Green,1.0,USA,2006-07-27 00:00:00,2006-07-27 00:00:00,4.64,DFO,   ,1.0,5000.0,FL 2939,-106.391,31.756
964,GREEN Flood in USA from: 27 Jul 2006 00 to: 27 Jul 2006 00.,GREEN,1.0,Green,1.0,USA,2006-07-27 00:00:00,2006-07-27 00:00:00,4.28,DFO,   ,1.0,600.0,FL 2934,-81.092,41.519
965,GREEN Flood in Switzerland from: 26 Jul 2006 00 to: 26 Jul 2006 00.,GREEN,1.0,Green,1.0,Switzerland,2006-07-26 00:00:00,2006-07-26 00:00:00,2.86,DFO,   ,0.0,3000.0,FL 2933,7.391,46.042
966,ORANGE Flood in Pakistan from: 24 Jul 2006 00 to: 24 Jul 2006 00.,ORANGE,2.0,Orange,2.0,Pakistan,2006-07-24 00:00:00,2006-07-24 00:00:00,6.74,DFO,   ,248.0,-1.0,FL 2931,73.2,34.61
967,RED Flood in China from: 24 Jul 2006 00 to: 24 Jul 2006 00.,RED,3.0,Red,3.0,China,2006-07-24 00:00:00,2006-07-24 00:00:00,6.24,DFO,   ,36.0,1500000.0,FL 2932,117.284,26.394
968,GREEN Flood in India from: 31 Aug 2006 00 to: 31 Aug 2006 00.,GREEN,1.0,Green,1.0,India,2006-08-31 00:00:00,2006-08-31 00:00:00,6.23,DFO,   ,39.0,3000.0,FL 2958,73.884,32.886
969,GREEN Flood in China from: 30 Aug 2006 00 to: 30 Aug 2006 00.,GREEN,1.0,Green,1.0,China,2006-08-30 00:00:00,2006-08-30 00:00:00,4.53,DFO,   ,15.0,-1.0,FL 2957,102.682,34.696
970,GREEN Flood in India from: 29 Aug 2006 00 to: 29 Aug 2006 00.,GREEN,1.0,Green,1.0,India,2006-08-29 00:00:00,2006-08-29 00:00:00,5.36,DFO,   ,42.0,50000.0,FL 2956,81.517,27.585
971,ORANGE Flood in Nepal from: 26 Aug 2006 00 to: 26 Aug 2006 00.,ORANGE,2.0,Orange,2.0,Nepal,2006-08-26 00:00:00,2006-08-26 00:00:00,5.75,DFO,   ,60.0,80000.0,FL 2954,81.306,28.694
972,GREEN Flood in Somalia from: 24 Aug 2006 00 to: 24 Aug 2006 00.,GREEN,1.0,Green,1.0,Somalia,2006-08-24 00:00:00,2006-08-24 00:00:00,6.25,DFO,   ,5.0,-1.0,FL 2955,45.444,3.104
973,GREEN Flood in Bangladesh from: 24 Aug 2006 00 to: 24 Aug 2006 00.,GREEN,1.0,Green,1.0,Bangladesh,2006-08-24 00:00:00,2006-08-24 00:00:00,5.9,DFO,   ,0.0,-1.0,FL 2961,89.273,23.229
974,ORANGE Flood in Philippines from: 27 Sep 2006 00 to: 27 Sep 2006 00.,ORANGE,2.0,Orange,2.0,Philippines,2006-09-27 00:00:00,2006-09-27 00:00:00,5.84,DFO,   ,260.0,250000.0,FL 2969,107.206,16.679
975,GREEN Flood in Nepal from: 25 Sep 2006 00 to: 25 Sep 2006 00.,GREEN,1.0,Green,1.0,Nepal,2006-09-25 00:00:00,2006-09-25 00:00:00,5.02,DFO,   ,4.0,-1.0,FL 2968,85.944,27.257
976,GREEN Flood in USA from: 22 Sep 2006 00 to: 22 Sep 2006 00.,GREEN,1.0,Green,1.0,USA,2006-09-22 00:00:00,2006-09-22 00:00:00,5.86,DFO,   ,13.0,600.0,FL 2966,-87.616,37.211
977,ORANGE Flood in Philippines from: 30 Oct 2006 00 to: 30 Oct 2006 00.,ORANGE,2.0,Orange,2.0,Philippines,2006-10-30 00:00:00,2006-10-30 00:00:00,4.86,DFO,   ,19.0,300000.0,FL 2988,121.817,17.017
978,ORANGE Flood in Ethiopia from: 27 Oct 2006 00 to: 27 Oct 2006 00.,ORANGE,2.0,Orange,2.0,Ethiopia,2006-10-27 00:00:00,2006-10-27 00:00:00,7.78,DFO,   ,132.0,410000.0,FL 2986,44.604,4.635
979,GREEN Flood in Türkiye from: 27 Oct 2006 00 to: 27 Oct 2006 00.,GREEN,1.0,Green,1.0,Türkiye,2006-10-27 00:00:00,2006-10-27 00:00:00,6.47,DFO,   ,46.0,63000.0,FL 2987,39.646,37.643
980,GREEN Flood in UK from: 26 Oct 2006 00 to: 26 Oct 2006 00.,GREEN,1.0,Green,1.0,UK,2006-10-26 00:00:00,2006-10-26 00:00:00,4.14,DFO,   ,1.0,300.0,FL 2983,-4.182,57.704
981,ORANGE Flood in Sri Lanka from: 26 Oct 2006 00 to: 26 Oct 2006 00.,ORANGE,2.0,Orange,2.0,Sri Lanka,2006-10-26 00:00:00,2006-10-26 00:00:00,5.26,DFO,   ,52.0,88000.0,FL 2984,80.031,7.324
982,ORANGE Flood in India from: 26 Oct 2006 00 to: 26 Oct 2006 00.,ORANGE,2.0,Orange,2.0,India,2006-10-26 00:00:00,2006-10-26 00:00:00,5.6,DFO,   ,47.0,225000.0,FL 2985,79.932,14.135
983,GREEN Flood in Mexico from: 25 Oct 2006 00 to: 25 Oct 2006 00.,GREEN,1.0,Green,1.0,Mexico,2006-10-25 00:00:00,2006-10-25 00:00:00,5.34,DFO,   ,0.0,20000.0,FL 2982,-107.535,24.926
984,ORANGE Flood in Kenya from: 23 Oct 2006 00 to: 23 Oct 2006 00.,ORANGE,2.0,Orange,2.0,Kenya,2006-10-23 00:00:00,2006-10-23 00:00:00,7.85,DFO,   ,150.0,700000.0,FL 2979,39.722,0.782
985,GREEN Flood in Spain from: 22 Oct 2006 00 to: 22 Oct 2006 00.,GREEN,1.0,Green,1.0,Spain,2006-10-22 00:00:00,2006-10-22 00:00:00,6.45,DFO,   ,4.0,300.0,FL 2978,-7.868,41.651
986,ORANGE Flood in Philippines from: 30 Nov 2006 00 to: 30 Nov 2006 00.,ORANGE,2.0,Orange,2.0,Philippines,2006-11-30 00:00:00,2006-11-30 00:00:00,5.61,DFO,   ,526.0,82915.0,FL 3002,106.736,10.33
987,GREEN Flood in Haiti from: 28 Nov 2006 00 to: 28 Nov 2006 00.,GREEN,1.0,Green,1.0,Haiti,2006-11-28 00:00:00,2006-11-28 00:00:00,4.4,DFO,   ,7.0,1500.0,FL 3000,-73.482,18.497
988,GREEN Flood in Rwanda from: 28 Nov 2006 00 to: 28 Nov 2006 00.,GREEN,1.0,Green,1.0,Rwanda,2006-11-28 00:00:00,2006-11-28 00:00:00,4.18,DFO,   ,24.0,2000.0,FL 3001,29.944,-1.791
989,GREEN Flood in Malawi from: 27 Nov 2006 00 to: 27 Nov 2006 00.,GREEN,1.0,Green,1.0,Malawi,2006-11-27 00:00:00,2006-11-27 00:00:00,3.92,DFO,   ,5.0,8000.0,FL 2999,34.508,-15.957
990,GREEN Flood in Philippines from: 29 Dec 2006 00 to: 29 Dec 2006 00.,GREEN,1.0,Green,1.0,Philippines,2006-12-29 00:00:00,2006-12-29 00:00:00,4.46,DFO,   ,12.0,50000.0,FL 3008,124.771,12.445
991,GREEN Flood in Peru from: 26 Dec 2006 00 to: 26 Dec 2006 00.,GREEN,1.0,Green,1.0,Peru,2006-12-26 00:00:00,2006-12-26 00:00:00,6.72,DFO,   ,6.0,46000.0,FL 3007,-75.99,-9.185
992,ORANGE Flood in Indonesia from: 22 Dec 2006 00 to: 22 Dec 2006 00.,ORANGE,2.0,Orange,2.0,Indonesia,2006-12-22 00:00:00,2006-12-22 00:00:00,5.36,DFO,   ,193.0,400000.0,FL 3006,97.505,4.475
993,ORANGE Flood in Indonesia from: 31 Jan 2007 00 to: 31 Jan 2007 00.,ORANGE,2.0,Orange,2.0,Indonesia,2007-01-31 00:00:00,2007-01-31 00:00:00,5.18,DFO,   ,80.0,500000.0,FL 3027,106.828,-6.225
994,GREEN Flood in Australia from: 23 Jan 2007 00 to: 23 Jan 2007 00.,GREEN,1.0,Green,1.0,Australia,2007-01-23 00:00:00,2007-01-23 00:00:00,7.48,DFO,   ,0.0,-1.0,FL 3025,141.474,-24.507
995,GREEN Flood in New Zealand from: 29 Mar 2007 00 to: 29 Mar 2007 00.,GREEN,1.0,Green,1.0,New Zealand,2007-03-29 00:00:00,2007-03-29 00:00:00,4.28,DFO,   ,0.0,300.0,FL 3046,173.985,-35.352
996,GREEN Flood in Türkiye from: 29 Apr 2007 00 to: 29 Apr 2007 00.,GREEN,1.0,Green,1.0,Türkiye,2007-04-29 00:00:00,2007-04-29 00:00:00,3.94,DFO,   ,2.0,-1.0,FL 3063,42.052,37.322
997,GREEN Flood in Syria from: 29 Apr 2007 00 to: 29 Apr 2007 00.,GREEN,1.0,Green,1.0,Syria,2007-04-29 00:00:00,2007-04-29 00:00:00,3.76,DFO,   ,3.0,-1.0,FL 3064,38.39,34.524
998,GREEN Flood in Colombia from: 26 Apr 2007 00 to: 26 Apr 2007 00.,GREEN,1.0,Green,1.0,Colombia,2007-04-26 00:00:00,2007-04-26 00:00:00,4.13,DFO,   ,17.0,2000.0,FL 3062,-75.211,4.503
999,GREEN Flood in Dominican Republic from: 30 May 2007 00 to: 30 May 2007 00.,GREEN,1.0,Green,1.0,Dominican Republic,2007-05-30 00:00:00,2007-05-30 00:00:00,4.83,DFO,   ,11.0,20000.0,FL 3089,-71.054,19.548
1000,GREEN Flood in El Salvador from: 30 May 2007 00 to: 30 May 2007 00.,GREEN,1.0,Green,1.0,El Salvador,2007-05-30 00:00:00,2007-05-30 00:00:00,3.96,DFO,   ,4.0,-1.0,FL 3090,-88.62,13.384
1001,GREEN Flood in Türkiye from: 27 May 2007 00 to: 27 May 2007 00.,GREEN,1.0,Green,1.0,Türkiye,2007-05-27 00:00:00,2007-05-27 00:00:00,5.36,DFO,   ,13.0,-1.0,FL 3088,43.801,39.401
1002,GREEN Flood in Cuba from: 26 May 2007 00 to: 26 May 2007 00.,GREEN,1.0,Green,1.0,Cuba,2007-05-26 00:00:00,2007-05-26 00:00:00,4.67,DFO,   ,2.0,3000.0,FL 3087,-76.929,21.349
1003,GREEN Flood in France from: 25 May 2007 00 to: 25 May 2007 00.,GREEN,1.0,Green,1.0,France,2007-05-25 00:00:00,2007-05-25 00:00:00,3.98,DFO,   ,1.0,500.0,FL 3086,-0.472,43.296
1004,GREEN Flood in USA from: 24 May 2007 00 to: 24 May 2007 00.,GREEN,1.0,Green,1.0,USA,2007-05-24 00:00:00,2007-05-24 00:00:00,6.31,DFO,   ,6.0,100.0,FL 3083,-98.665,30.243
1005,ORANGE Flood in China from: 24 May 2007 00 to: 24 May 2007 00.,ORANGE,2.0,Orange,2.0,China,2007-05-24 00:00:00,2007-05-24 00:00:00,5.12,DFO,   ,43.0,112000.0,FL 3084,107.778,30.282
1006,GREEN Flood in Spain from: 23 May 2007 00 to: 23 May 2007 00.,GREEN,1.0,Green,1.0,Spain,2007-05-23 00:00:00,2007-05-23 00:00:00,5.93,DFO,   ,1.0,550.0,FL 3082,-4.216,39.894
1007,GREEN Flood in Bulgaria from: 22 May 2007 00 to: 22 May 2007 00.,GREEN,1.0,Green,1.0,Bulgaria,2007-05-22 00:00:00,2007-05-22 00:00:00,5.74,DFO,   ,2.0,-1.0,FL 3085,24.502,42.523
1008,GREEN Flood in Vietnam from: 30 Jun 2007 00 to: 30 Jun 2007 00.,GREEN,1.0,Green,1.0,Vietnam,2007-06-30 00:00:00,2007-06-30 00:00:00,4.16,DFO,   ,3.0,-1.0,FL 3117,107.174,21.24
1009,GREEN Flood in India from: 30 Jun 2007 00 to: 30 Jun 2007 00.,GREEN,1.0,Green,1.0,India,2007-06-30 00:00:00,2007-06-30 00:00:00,6.54,DFO,   ,29.0,50000.0,FL 3118,81.86,20.054
1010,ORANGE Flood in Pakistan from: 28 Jun 2007 00 to: 28 Jun 2007 00.,ORANGE,2.0,Orange,2.0,Pakistan,2007-06-28 00:00:00,2007-06-28 00:00:00,5.87,DFO,   ,130.0,2000.0,FL 3116,71.87,34.275
