description,alertlevel,alertscore,episodealertscore,country,fromdate,todate,severity (ha),iso3,GDACS ID,People affected,Duration (days),longitude,latitude
Green Forest fires in Thailand from: 30 Mar 2023 to: 14 Apr 2023.,Green,1.0,0.5,Thailand,2023-03-30,2023-04-14,12074.0,THA,WF 1013558,0.0,15.0,99.60502989530896,19.70178204168254
Green Forest fires in Thailand from: 30 Mar 2023 to: 13 Apr 2023.,Green,1.0,0.5,Thailand,2023-03-30,2023-04-13,5017.0,THA,WF 1013532,0.0,14.0,99.63182721201399,19.538838439962916
Green Forest fires in Thailand from: 30 Mar 2023 to: 13 Apr 2023.,Green,1.0,0.5,Thailand,2023-03-30,2023-04-13,11351.0,THA,WF 1013533,0.0,14.0,99.60549999449607,19.69627434446126
Green Forest fires in Myanmar from: 31 Mar 2023 to: 13 Apr 2023.,Green,1.0,0.5,Myanmar,2023-03-31,2023-04-13,8230.0,MMR,WF 1013718,962.0,13.0,94.03517835322432,21.51792921014522
Green Forest fires in Laos from: 31 Mar 2023 to: 13 Apr 2023.,Green,1.0,0.5,Laos,2023-03-31,2023-04-13,5593.0,LAO,WF 1013689,0.0,13.0,101.98585912441007,19.635403252326537
Green Forest fires in Sierra Leone from: 30 Mar 2023 to: 13 Apr 2023.,Green,1.0,0.5,Sierra Leone,2023-03-30,2023-04-13,5111.0,SLE,WF 1013529,0.0,14.0,-11.757300957149859,9.740838259672703
Green Forest fires in Laos from: 31 Mar 2023 to: 13 Apr 2023.,Green,1.0,0.5,Laos,2023-03-31,2023-04-13,5364.0,LAO,WF 1013494,0.0,13.0,102.0072204031813,19.33165820927311
Green Forest fires in Honduras from: 31 Mar 2023 to: 13 Apr 2023.,Green,1.0,0.5,Honduras,2023-03-31,2023-04-13,20821.0,HND,WF 1013242,728.0,13.0,-86.74891837168444,15.189923168221299
Green Forest fires in Thailand from: 30 Mar 2023 to: 12 Apr 2023.,Green,1.0,0.5,Thailand,2023-03-30,2023-04-12,8538.0,THA,WF 1013246,0.0,13.0,101.37684473942761,16.414437950269615
Green Forest fires in China from: 31 Mar 2023 to: 12 Apr 2023.,Green,1.0,0.5,China,2023-03-31,2023-04-12,5904.0,CHN,WF 1013278,410.0,12.0,104.67008726010599,23.515858255077397
Green Forest fires in Laos from: 31 Mar 2023 to: 12 Apr 2023.,Green,1.0,0.5,Laos,2023-03-31,2023-04-12,8235.0,LAO,WF 1013210,0.0,12.0,103.28334804238402,19.965762388793603
Green Forest fires in Sudan from: 30 Mar 2023 to: 12 Apr 2023.,Green,1.0,0.5,Sudan,2023-03-30,2023-04-12,5729.0,SDN,WF 1013503,0.0,13.0,31.40276562346754,7.646137719753258
"Green Forest fires in Laos, Thailand from: 30 Mar 2023 to: 12 Apr 2023.",Green,1.0,0.5,"Laos, Thailand",2023-03-30,2023-04-12,5644.0,LAO,WF 1013504,1416.0,13.0,100.56675381709533,20.008851075852416
Green Forest fires in Thailand from: 30 Mar 2023 to: 12 Apr 2023.,Green,1.0,0.5,Thailand,2023-03-30,2023-04-12,6563.0,THA,WF 1013387,38.0,13.0,100.67492264528423,18.93502415997504
Green Forest fires in Australia from: 29 Apr 2023 to: 18 May 2023.,Green,1.0,0.5,Australia,2023-04-29,2023-05-18,8110.0,AUS,WF 1014249,0.0,19.0,126.82006187470462,-16.084037278263107
Green Forest fires in Australia from: 29 Apr 2023 to: 18 May 2023.,Green,1.0,0.5,Australia,2023-04-29,2023-05-18,33877.0,AUS,WF 1014003,0.0,19.0,124.96779619969408,-18.65763397648768
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 17 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-17,8491.0,RUS,WF 1013966,0.0,19.0,62.69500814454274,58.474348158622
Green Forest fires in Australia from: 29 Apr 2023 to: 16 May 2023.,Green,1.0,0.5,Australia,2023-04-29,2023-05-16,24315.0,AUS,WF 1013964,0.0,17.0,127.42311778337698,-17.486257690646635
Green Forest fires in Mexico from: 24 Apr 2023 to: 13 May 2023.,Green,1.0,0.5,Mexico,2023-04-24,2023-05-13,7555.0,MEX,WF 1013836,446.0,19.0,-93.48077205589577,16.14017724761296
Green Forest fires in Australia from: 29 Apr 2023 to: 13 May 2023.,Green,1.0,0.5,Australia,2023-04-29,2023-05-13,13152.0,AUS,WF 1014090,0.0,14.0,124.76664489246266,-15.414425302150411
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 13 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-13,28394.0,RUS,WF 1014092,91.0,16.0,72.69211301689586,56.881927289150084
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 13 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-13,50955.0,RUS,WF 1014250,37.0,16.0,73.20171355073238,56.991013146108756
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 13 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-13,10035.0,RUS,WF 1014187,0.0,15.0,76.71482025515235,56.770128357555514
Green Forest fires in Russian Federation from: 29 Apr 2023 to: 13 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-29,2023-05-13,16981.0,RUS,WF 1014132,0.0,14.0,77.55654003852388,56.56611757334355
Green Forest fires in Mexico from: 24 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Mexico,2023-04-24,2023-05-12,10249.0,MEX,WF 1014133,0.0,18.0,-103.83782706878785,21.247066476627225
Green Forest fires in Mexico from: 30 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Mexico,2023-04-30,2023-05-12,7486.0,MEX,WF 1014160,0.0,12.0,-101.29332211393535,18.153651536528496
Green Forest fires in Russian Federation from: 29 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-29,2023-05-12,5891.0,RUS,WF 1014089,0.0,13.0,74.67196989823597,56.32295497053658
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-12,49523.0,RUS,WF 1014227,42.0,15.0,73.89928455899599,56.33206916450928
Green Forest fires in Australia from: 30 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Australia,2023-04-30,2023-05-12,7633.0,AUS,WF 1013959,0.0,12.0,126.0247984787003,-15.351994797492061
Green Forest fires in Mexico from: 25 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Mexico,2023-04-25,2023-05-12,19381.0,MEX,WF 1013977,1.0,17.0,-100.6776933246732,17.854311656756362
Green Forest fires in Australia from: 24 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Australia,2023-04-24,2023-05-12,14821.0,AUS,WF 1013979,0.0,18.0,125.37181670752493,-16.466440028972933
Green Forest fires in Guatemala from: 23 Apr 2023 to: 12 May 2023.,Green,1.0,0.5,Guatemala,2023-04-23,2023-05-12,16428.0,GTM,WF 1013980,77.0,19.0,-90.58258420784492,15.60307285226834
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 11 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-11,7909.0,RUS,WF 1014008,0.0,14.0,71.6033098457574,56.60164964598202
Green Forest fires in Australia from: 29 Apr 2023 to: 11 May 2023.,Green,1.0,0.5,Australia,2023-04-29,2023-05-11,5562.0,AUS,WF 1014028,0.0,12.0,127.79484730687248,-15.826291935771318
Green Forest fires in Mexico from: 24 Apr 2023 to: 11 May 2023.,Green,1.0,0.5,Mexico,2023-04-24,2023-05-11,5075.0,MEX,WF 1014164,21.0,17.0,-103.17579538496851,19.638699891617755
Green Forest fires in Australia from: 27 Apr 2023 to: 11 May 2023.,Green,1.0,0.5,Australia,2023-04-27,2023-05-11,15444.0,AUS,WF 1014188,0.0,14.0,130.37046187678968,-16.90315910687319
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 11 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-11,49418.0,RUS,WF 1014215,42.0,14.0,73.89855020119806,56.33222030049886
Green Forest fires in Russian Federation from: 25 Apr 2023 to: 11 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-25,2023-05-11,16147.0,RUS,WF 1013810,0.0,16.0,64.35252887820334,56.60895576118512
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 10 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-10,110259.0,RUS,WF 1013847,109.0,12.0,73.73898488695843,56.770647713127616
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 10 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-10,49065.0,RUS,WF 1014161,42.0,13.0,73.8958603855822,56.332677098116385
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 10 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-10,7199.0,RUS,WF 1014091,184.0,12.0,73.94592163987019,55.935298877114505
Green Forest fires in Russian Federation from: 25 Apr 2023 to: 10 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-25,2023-05-10,18842.0,RUS,WF 1013785,1.0,15.0,72.10614553933797,55.50870809375733
Green Forest fires in Australia from: 20 Apr 2023 to: 09 May 2023.,Green,1.0,0.5,Australia,2023-04-20,2023-05-09,19794.0,AUS,WF 1013822,0.0,19.0,126.26752087400594,-16.807786850178505
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 09 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-09,31622.0,RUS,WF 1014031,0.0,12.0,73.17569927699067,56.96181860694776
Green Forest fires in Mexico from: 22 Apr 2023 to: 09 May 2023.,Green,1.0,0.5,Mexico,2023-04-22,2023-05-09,18417.0,MEX,WF 1014009,1441.0,17.0,-92.04820983322755,17.154214018271528
"Green Forest fires in Guatemala, Mexico from: 20 Apr 2023 to: 09 May 2023.",Green,1.0,0.5,"Guatemala, Mexico",2023-04-20,2023-05-09,5802.0,GTM,WF 1013982,0.0,19.0,-90.94744013953775,17.466746644107467
Green Forest fires in Australia from: 30 Apr 2023 to: 09 May 2023.,Green,1.0,0.5,Australia,2023-04-30,2023-05-09,7666.0,AUS,WF 1014001,0.0,9.0,128.281529783423,-16.477749815763154
Green Forest fires in Australia from: 27 Apr 2023 to: 09 May 2023.,Green,1.0,0.5,Australia,2023-04-27,2023-05-09,15022.0,AUS,WF 1014162,0.0,12.0,130.3699678678698,-16.903684601369115
Green Forest fires in Mexico from: 25 Apr 2023 to: 09 May 2023.,Green,1.0,0.5,Mexico,2023-04-25,2023-05-09,5135.0,MEX,WF 1014163,0.0,14.0,-93.05327249625266,16.298594772305147
Green Forest fires in Australia from: 23 Apr 2023 to: 09 May 2023.,Green,1.0,0.5,Australia,2023-04-23,2023-05-09,7304.0,AUS,WF 1013942,1.0,16.0,125.98047211551888,-16.775718488065458
Green Forest fires in Australia from: 19 Apr 2023 to: 08 May 2023.,Green,1.0,0.5,Australia,2023-04-19,2023-05-08,6228.0,AUS,WF 1013929,0.0,19.0,124.94969550529888,-15.922084817804514
Green Forest fires in Mexico from: 30 Apr 2023 to: 08 May 2023.,Green,1.0,0.5,Mexico,2023-04-30,2023-05-08,6145.0,MEX,WF 1014131,0.0,8.0,-101.28783262265398,18.156519303619554
Green Forest fires in Russian Federation from: 30 Apr 2023 to: 08 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-30,2023-05-08,6040.0,RUS,WF 1014129,0.0,8.0,72.64531525193192,55.85872981355594
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 08 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-08,48075.0,RUS,WF 1014093,42.0,11.0,73.88771900285799,56.33356710988996
Green Forest fires in Russian Federation from: 26 Apr 2023 to: 07 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-26,2023-05-07,137422.0,RUS,WF 1014094,0.0,11.0,129.85773210283304,50.646594227314374
Green Forest fires in Russian Federation from: 29 Apr 2023 to: 07 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-29,2023-05-07,12149.0,RUS,WF 1013962,0.0,8.0,75.12723542517278,55.733591110967915
Green Forest fires in Russian Federation from: 30 Apr 2023 to: 07 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-30,2023-05-07,33826.0,RUS,WF 1014130,194.0,7.0,129.6049531201741,49.95093507135839
Green Forest fires in Australia from: 18 Apr 2023 to: 07 May 2023.,Green,1.0,0.5,Australia,2023-04-18,2023-05-07,12231.0,AUS,WF 1013609,0.0,19.0,124.09344550863537,-16.34719131454317
Green Forest fires in Mexico from: 17 Apr 2023 to: 06 May 2023.,Green,1.0,0.5,Mexico,2023-04-17,2023-05-06,9183.0,MEX,WF 1013760,283.0,19.0,-100.61201340866998,18.010718978992198
Green Forest fires in Russian Federation from: 23 Apr 2023 to: 06 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-23,2023-05-06,96719.0,RUS,WF 1014053,12.0,13.0,75.47574009826066,56.04078561983116
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 06 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-06,8348.0,RUS,WF 1014029,88.0,8.0,72.60999345410785,56.88892811196036
Green Forest fires in Canada from: 30 Apr 2023 to: 06 May 2023.,Green,1.0,0.5,Canada,2023-04-30,2023-05-06,6428.0,CAN,WF 1014046,3.0,6.0,-115.15744558676819,53.64624985092027
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 06 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-06,47162.0,RUS,WF 1014049,42.0,9.0,73.88116652333744,56.333741574749624
Green Forest fires in Australia from: 21 Apr 2023 to: 06 May 2023.,Green,1.0,0.5,Australia,2023-04-21,2023-05-06,8751.0,AUS,WF 1013927,0.0,15.0,126.54912093057638,-17.43141587669392
Green Forest fires in Russian Federation from: 23 Apr 2023 to: 06 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-23,2023-05-06,26960.0,RUS,WF 1013941,1.0,13.0,76.88213437947876,56.10519515821659
Green Forest fires in Zambia from: 25 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Zambia,2023-04-25,2023-05-05,6140.0,ZMB,WF 1013939,0.0,10.0,24.391828999982533,-17.3536801023056
Green Forest fires in Australia from: 23 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Australia,2023-04-23,2023-05-05,13133.0,AUS,WF 1013890,0.0,12.0,137.30133196712367,-18.467899512165552
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-05,11929.0,RUS,WF 1013850,0.0,7.0,70.86213621774068,55.94141875227448
Green Forest fires in Russian Federation from: 25 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-25,2023-05-05,10556.0,RUS,WF 1013858,0.0,10.0,70.81472959129495,55.70729232855013
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-05,46704.0,RUS,WF 1014030,42.0,8.0,73.87883128082119,56.33388646801854
Green Forest fires in Nicaragua from: 16 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Nicaragua,2023-04-16,2023-05-05,8144.0,NIC,WF 1014032,0.0,19.0,-85.18687502051763,14.144443403738325
Green Forest fires in Zambia from: 16 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Zambia,2023-04-16,2023-05-05,14194.0,ZMB,WF 1014012,0.0,19.0,23.451200351123685,-16.772438569301098
Green Forest fires in Mexico from: 25 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Mexico,2023-04-25,2023-05-05,5448.0,MEX,WF 1013976,0.0,10.0,-101.00461391907466,17.98523554556748
Green Forest fires in Russian Federation from: 30 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-30,2023-05-05,31463.0,RUS,WF 1014026,201.0,5.0,129.60091202784068,49.94364421559862
"Green Forest fires in Russian Federation, China from: 30 Apr 2023 to: 05 May 2023.",Green,1.0,0.5,"Russian Federation, China",2023-04-30,2023-05-05,5457.0,RUS,WF 1014027,0.0,5.0,129.28548554735121,49.433234574224954
Green Forest fires in Zambia from: 28 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Zambia,2023-04-28,2023-05-05,10101.0,ZMB,WF 1014048,0.0,7.0,23.997175607103987,-17.237010075770105
Green Forest fires in Kazakhstan from: 26 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Kazakhstan,2023-04-26,2023-05-05,8168.0,KAZ,WF 1013974,0.0,9.0,74.67011150479192,46.04213067998598
Green Forest fires in Australia from: 23 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Australia,2023-04-23,2023-05-05,5817.0,AUS,WF 1013981,0.0,12.0,137.72352109466468,-17.69213640505506
Green Forest fires in Zambia from: 25 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Zambia,2023-04-25,2023-05-05,6438.0,ZMB,WF 1013978,6.0,10.0,24.619805729189103,-17.364343972629456
Green Forest fires in Australia from: 21 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Australia,2023-04-21,2023-05-05,5308.0,AUS,WF 1014010,4.0,14.0,151.12692511506035,-23.541737280667192
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-05,8334.0,RUS,WF 1014005,0.0,7.0,73.93770478506407,56.478916503538365
Green Forest fires in Guinea from: 23 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Guinea,2023-04-23,2023-05-05,6556.0,GIN,WF 1013818,5.0,12.0,-14.12803591674258,11.442621726360002
Green Forest fires in Honduras from: 24 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Honduras,2023-04-24,2023-05-05,6864.0,HND,WF 1013812,0.0,11.0,-84.2616198796026,15.36965541603196
Green Forest fires in Kazakhstan from: 17 Apr 2023 to: 05 May 2023.,Green,1.0,0.5,Kazakhstan,2023-04-17,2023-05-05,24799.0,KAZ,WF 1013630,4.0,18.0,75.3588940723601,46.494457148975215
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 04 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-04,12233.0,RUS,WF 1014006,0.0,7.0,73.24466477559986,56.89434817500188
Green Forest fires in Russian Federation from: 27 Apr 2023 to: 04 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-27,2023-05-04,43884.0,RUS,WF 1014007,42.0,7.0,73.85478348627846,56.33237557228233
Green Forest fires in Russian Federation from: 28 Apr 2023 to: 04 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-28,2023-05-04,6720.0,RUS,WF 1014004,0.0,6.0,73.44457121769265,56.88808287320144
Green Forest fires in Nicaragua from: 19 Apr 2023 to: 04 May 2023.,Green,1.0,0.5,Nicaragua,2023-04-19,2023-05-04,6575.0,NIC,WF 1014011,14.0,15.0,-83.81947021620371,13.28446621492332
Green Forest fires in Russian Federation from: 29 Apr 2023 to: 04 May 2023.,Green,1.0,0.5,Russian Federation,2023-04-29,2023-05-04,9295.0,RUS,WF 1014002,0.0,5.0,73.85052758723137,56.61942902798674
Green Forest fires in Mexico from: 30 May 2023 to: 18 Jun 2023.,Green,1.0,0.5,Mexico,2023-05-30,2023-06-18,10829.0,MEX,WF 1014858,1.0,19.0,-91.99847992306952,18.181898841096306
Green Forest fires in Mexico from: 30 May 2023 to: 17 Jun 2023.,Green,1.0,0.5,Mexico,2023-05-30,2023-06-17,10681.0,MEX,WF 1014642,0.0,18.0,-91.65221108681,18.3976701049493
Green Forest fires in Australia from: 29 May 2023 to: 16 Jun 2023.,Green,1.0,0.5,Australia,2023-05-29,2023-06-16,91755.0,AUS,WF 1014643,0.0,18.0,132.51835685027524,-19.731886227727184
Green Forest fires in Mozambique from: 31 May 2023 to: 16 Jun 2023.,Green,1.0,0.5,Mozambique,2023-05-31,2023-06-16,9085.0,MOZ,WF 1014779,0.0,16.0,33.47550047846503,-20.072264857001233
Green Forest fires in Mozambique from: 31 May 2023 to: 16 Jun 2023.,Green,1.0,0.5,Mozambique,2023-05-31,2023-06-16,7503.0,MOZ,WF 1014845,0.0,16.0,33.647260868917094,-20.1047326585864
Green Forest fires in Australia from: 23 May 2023 to: 16 Jun 2023.,Green,1.0,0.5,Australia,2023-05-23,2023-06-16,56173.0,AUS,WF 1014453,0.0,24.0,127.4153381671634,-17.17260143412089
Green Forest fires in Australia from: 27 May 2023 to: 15 Jun 2023.,Green,1.0,0.5,Australia,2023-05-27,2023-06-15,6460.0,AUS,WF 1014666,0.0,19.0,132.03701807844118,-11.32104186245564
Green Forest fires in Canada from: 27 May 2023 to: 15 Jun 2023.,Green,1.0,0.5,Canada,2023-05-27,2023-06-15,278030.0,CAN,WF 1014554,0.0,19.0,-121.70891646361208,57.484749872365235
Green Forest fires in Canada from: 27 May 2023 to: 15 Jun 2023.,Green,1.0,0.5,Canada,2023-05-27,2023-06-15,354490.0,CAN,WF 1014484,0.0,19.0,-120.79850817349191,60.1239516944504
Green Forest fires in Canada from: 27 May 2023 to: 15 Jun 2023.,Green,1.0,0.5,Canada,2023-05-27,2023-06-15,18820.0,CAN,WF 1014487,0.0,19.0,-119.85911478782579,58.53774331150982
Green Forest fires in Canada from: 27 May 2023 to: 14 Jun 2023.,Green,1.0,0.5,Canada,2023-05-27,2023-06-14,88737.0,CAN,WF 1014486,0.0,18.0,-118.84660892968621,60.3477903905467
Green Forest fires in Australia from: 26 May 2023 to: 14 Jun 2023.,Green,1.0,0.5,Australia,2023-05-26,2023-06-14,16471.0,AUS,WF 1014462,0.0,19.0,143.12239587911856,-15.191582529366363
Green Forest fires in The Democratic Republic of Congo from: 27 May 2023 to: 14 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-27,2023-06-14,5006.0,COD,WF 1014859,9188.0,18.0,27.175881000130303,-11.215401928766642
Green Forest fires in Canada from: 27 May 2023 to: 14 Jun 2023.,Green,1.0,0.5,Canada,2023-05-27,2023-06-14,33752.0,CAN,WF 1014860,0.0,18.0,-120.20699985523872,59.14817551871391
Green Forest fires in Angola from: 26 May 2023 to: 14 Jun 2023.,Green,1.0,0.5,Angola,2023-05-26,2023-06-14,6084.0,AGO,WF 1014861,0.0,19.0,16.89304719953883,-12.00532098691903
Green Forest fires in Mexico from: 26 May 2023 to: 14 Jun 2023.,Green,1.0,0.5,Mexico,2023-05-26,2023-06-14,6232.0,MEX,WF 1014782,241.0,19.0,-104.0404077996956,21.431231723411617
Green Forest fires in Canada from: 28 May 2023 to: 13 Jun 2023.,Green,1.0,0.5,Canada,2023-05-28,2023-06-13,102504.0,CAN,WF 1014570,0.0,16.0,-121.09850499517984,57.57001606483273
Green Forest fires in Australia from: 29 May 2023 to: 13 Jun 2023.,Green,1.0,0.5,Australia,2023-05-29,2023-06-13,36027.0,AUS,WF 1014527,0.0,15.0,132.44812370264074,-19.34135815299742
Green Forest fires in Australia from: 30 May 2023 to: 12 Jun 2023.,Green,1.0,0.5,Australia,2023-05-30,2023-06-12,16224.0,AUS,WF 1014551,0.0,13.0,133.33416658021864,-18.876527166946566
Green Forest fires in The Democratic Republic of Congo from: 28 May 2023 to: 12 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-28,2023-06-12,5496.0,COD,WF 1014759,0.0,15.0,25.368258871280908,-5.01019244408085
Green Forest fires in Australia from: 24 May 2023 to: 12 Jun 2023.,Green,1.0,0.5,Australia,2023-05-24,2023-06-12,7259.0,AUS,WF 1014714,0.0,19.0,144.19228915689843,-16.2892484584397
Green Forest fires in Canada from: 27 May 2023 to: 12 Jun 2023.,Green,1.0,0.5,Canada,2023-05-27,2023-06-12,32368.0,CAN,WF 1014804,0.0,16.0,-120.20565581419159,59.151564878607665
Green Forest fires in Angola from: 29 May 2023 to: 11 Jun 2023.,Green,1.0,0.5,Angola,2023-05-29,2023-06-11,5703.0,AGO,WF 1014936,0.0,13.0,21.779112368292648,-8.498382641510199
Green Forest fires in Australia from: 28 May 2023 to: 11 Jun 2023.,Green,1.0,0.5,Australia,2023-05-28,2023-06-11,6347.0,AUS,WF 1014954,0.0,14.0,129.89360816848915,-13.985086118304666
Green Forest fires in The Democratic Republic of Congo from: 28 May 2023 to: 11 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-28,2023-06-11,7336.0,COD,WF 1014687,534.0,14.0,26.790285089943776,-4.475589076802621
"Green Forest fires in Namibia, Botswana from: 24 May 2023 to: 11 Jun 2023.",Green,1.0,0.5,"Namibia, Botswana",2023-05-24,2023-06-11,20567.0,NAM,WF 1014470,0.0,18.0,21.98396103274559,-18.157620414698325
Green Forest fires in Australia from: 27 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Australia,2023-05-27,2023-06-10,22168.0,AUS,WF 1014488,0.0,14.0,133.02196203538927,-20.619019270387117
Green Forest fires in United States from: 22 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,United States,2023-05-22,2023-06-10,21057.0,USA,WF 1014493,0.0,19.0,-108.22618208441011,33.37381170445967
Green Forest fires in The Democratic Republic of Congo from: 22 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-22,2023-06-10,6927.0,COD,WF 1014517,0.0,19.0,25.24183387195128,-5.509096795312333
Green Forest fires in Angola from: 23 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Angola,2023-05-23,2023-06-10,15008.0,AGO,WF 1014645,458.0,18.0,17.249776612659698,-9.388091939766184
Green Forest fires in The Democratic Republic of Congo from: 22 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-22,2023-06-10,5583.0,COD,WF 1014718,0.0,19.0,27.341760198464808,-4.4301714279859565
Green Forest fires in Angola from: 31 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Angola,2023-05-31,2023-06-10,6219.0,AGO,WF 1014778,0.0,10.0,21.76091541887495,-11.23045217833451
Green Forest fires in Angola from: 30 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Angola,2023-05-30,2023-06-10,8674.0,AGO,WF 1014780,0.0,11.0,16.667564412311496,-12.390118552793362
Green Forest fires in Angola from: 26 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Angola,2023-05-26,2023-06-10,5413.0,AGO,WF 1014781,0.0,15.0,16.89106840170749,-11.99864675738858
Green Forest fires in The Democratic Republic of Congo from: 23 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-23,2023-06-10,6039.0,COD,WF 1014731,153.0,18.0,25.501348216278963,-5.05977560065611
Green Forest fires in Angola from: 24 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Angola,2023-05-24,2023-06-10,21867.0,AGO,WF 1014783,725.0,17.0,16.869171207364445,-11.6099931634437
Green Forest fires in The Democratic Republic of Congo from: 23 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-23,2023-06-10,5039.0,COD,WF 1014784,0.0,18.0,25.16818692355721,-5.620155013766287
Green Forest fires in Angola from: 22 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Angola,2023-05-22,2023-06-10,8219.0,AGO,WF 1014785,0.0,19.0,22.53998363084996,-11.23144227846214
Green Forest fires in The Democratic Republic of Congo from: 22 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,The Democratic Republic of Congo,2023-05-22,2023-06-10,8707.0,COD,WF 1014604,0.0,19.0,26.561580058609678,-5.325011663584896
Green Forest fires in Australia from: 25 May 2023 to: 10 Jun 2023.,Green,1.0,0.5,Australia,2023-05-25,2023-06-10,13761.0,AUS,WF 1014964,0.0,16.0,132.7215478776562,-14.088609343363292
