name,epoch,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,altitude_km,orbit_type
STARLINK-32512,2026-04-02 15:11:39.484896,53.1609,56.6952,0.0001609,101.2092,258.909,15.30239024,482.2355532656593,LEO
GSAT-N2 (GSAT-20),2026-04-02 21:57:21.504672,0.0122,209.6912,7.07e-05,282.0926,96.7411,1.00271922,35793.69355516117,GEO
STARLINK-32637,2026-04-02 18:35:12.498144,42.9972,119.9142,4.98e-05,271.1765,88.9029,15.27590013,490.15611367926886,LEO
STARLINK-32582,2026-04-02 19:27:28.486368,42.999,127.1116,6.85e-05,301.0825,58.9959,15.2760561,490.1094115578535,LEO
STARLINK-32615,2026-04-02 13:14:05.197056,43.0011,121.6789,0.0001556,276.4942,83.5733,15.27608688,490.10019519154775,LEO
STARLINK-32592,2026-04-02 10:39:32.303232,42.9993,129.5139,0.0001641,269.5012,90.5652,15.27610112,490.09593136003787,LEO
STARLINK-32225,2026-04-02 10:11:19.639104,43.0007,122.4479,0.0001583,268.7435,91.3235,15.27608156,490.1017881415364,LEO
STARLINK-32595,2026-04-02 13:31:11.584992,43.0024,128.6892,0.0001729,266.1272,93.9382,15.27608067,490.10205463138027,LEO
STARLINK-32477,2026-04-02 22:00:01.999584,42.9959,110.3274,0.0015484,106.6604,1.2292,15.46539802,433.994423047503,LEO
STARLINK-32480,2026-04-02 11:49:10.603776,43.001,122.0942,0.0002775,268.7367,91.3167,15.27650294,489.97561858670724,LEO
STARLINK-32510,2026-04-02 09:25:44.101920,42.9999,129.9901,0.0001121,275.1442,84.9281,15.2760067,490.12420332156034,LEO
STARLINK-32456,2026-04-02 18:11:22.123680,42.9939,120.649,8.16e-05,358.6554,1.4295,15.27596077,490.1379561401891,LEO
STARLINK-32509,2026-04-02 13:04:52.087584,43.0013,121.6339,0.0001586,289.9189,70.1492,15.27601826,490.1207419219372,LEO
STARLINK-32491,2026-04-02 18:45:07.222176,43.0033,127.7458,0.0001043,272.7102,87.3631,15.27586759,490.1658572367396,LEO
STARLINK-32577,2026-04-02 13:20:05.666496,43.0033,128.6351,0.000134,271.8745,88.1953,15.27606578,490.1065131001378,LEO
STARLINK-32618,2026-04-02 08:39:01.272960,42.9968,122.8199,0.0001034,254.6383,105.4355,15.27620955,490.0634647759898,LEO
STARLINK-32598,2026-04-02 18:25:56.883072,43.0015,119.8623,0.0001082,265.5235,94.5493,15.2760495,490.1113877807802,LEO
STARLINK-32630,2026-04-02 08:54:16.735392,43.0007,129.8247,0.0001488,281.7216,78.3469,15.27600183,490.1256615422599,LEO
STARLINK-32599,2026-04-02 08:59:49.922304,43.0001,129.8524,0.0001001,254.8349,105.2392,15.27587325,490.1641624421436,LEO
STARLINK-32473,2026-04-02 08:26:04.063488,43.0005,122.7529,0.0001542,270.2613,89.8062,15.27604791,490.11186387106045,LEO
STARLINK-32492,2026-04-02 19:21:53.211168,43.0105,127.0752,0.0003052,262.4506,97.5999,15.27611262,490.0924879616168,LEO
STARLINK-32496,2026-04-02 18:39:33.780384,42.998,127.7107,0.0002183,276.3598,83.7005,15.27610868,490.0936676993715,LEO
STARLINK-32495,2026-04-02 18:56:00.678336,43.0009,126.9389,6.78e-05,289.6492,70.4286,15.27607666,490.10325533313426,LEO
STARLINK-32494,2026-04-02 19:32:59.673120,43.0037,127.1355,0.000543,265.3339,94.6892,15.27616545,490.0766693442092,LEO
STARLINK-32408,2026-04-02 13:03:00.263520,43.0032,121.6206,0.0001782,279.8659,80.1991,15.27625705,490.0492422395664,LEO
STARLINK-32571,2026-04-02 18:20:23.600256,42.998,119.8297,0.0001987,277.6005,82.4621,15.27602408,490.1189992466161,LEO
STARLINK-11465 [DTC],2026-04-02 22:19:52.290048,53.1563,311.5516,8.9e-05,94.1896,265.9224,15.69758478,366.7250285103373,LEO
STARLINK-11426 [DTC],2026-04-02 22:12:48.555072,53.1558,311.5197,0.0002247,345.7125,14.3829,15.69811173,366.5742475702036,LEO
STARLINK-11454 [DTC],2026-04-02 21:30:34.026624,53.1563,312.0585,0.0002153,105.621,254.5046,15.69809462,366.5791432757969,LEO
STARLINK-11473 [DTC],2026-04-02 21:44:41.793792,53.1565,312.1241,0.0001627,114.9858,245.1329,15.69912091,366.28550537172305,LEO
STARLINK-11429 [DTC],2026-04-02 21:23:30.279552,53.1563,312.0262,0.0001855,99.0571,261.0657,15.69819079,366.55162614950405,LEO
STARLINK-11470 [DTC],2026-04-02 21:16:26.176512,53.1555,311.9925,0.0001462,210.5028,149.5905,15.69959997,366.1484496329349,LEO
STARLINK-11427 [DTC],2026-04-02 23:09:18.561888,53.156,311.7763,8.5e-05,65.6709,294.4397,15.69825813,366.5323583196123,LEO
STARLINK-11456 [DTC],2026-04-02 20:55:15.058848,53.1572,311.8957,0.0001406,141.156,218.9559,15.69897538,366.3271418743616,LEO
STARLINK-11474 [DTC],2026-04-02 08:20:36.359520,53.1556,314.3087,0.0001783,85.6681,274.4541,15.6978366,366.6529719377768,LEO
STARLINK-11463 [DTC],2026-04-02 21:09:22.726656,53.1554,311.9599,0.0001434,98.1293,261.9887,15.69790668,366.63291936723544,LEO
STARLINK-11472 [DTC],2026-04-02 21:58:49.868544,53.1561,312.1865,0.0003668,274.5771,85.4828,15.69757685,366.7272976569493,LEO
STARLINK-11467 [DTC],2026-04-02 21:02:18.945888,53.1561,311.9269,0.0001265,250.0156,110.0726,15.6989007,366.3485082617999,LEO
STARLINK-11460 [DTC],2026-04-02 21:51:45.843264,53.1559,312.154,8.03e-05,36.1828,323.9244,15.69768515,366.6963080896594,LEO
STARLINK-32604,2026-04-02 23:03:38.836224,53.1601,81.4254,0.0001416,79.0096,281.1065,15.30226334,482.27344196967533,LEO
STARLINK-32553,2026-04-02 16:45:53.936352,53.1598,82.6303,0.000128,83.6554,276.4593,15.30232263,482.2557396092943,LEO
STARLINK-32603,2026-04-02 08:38:56.373216,53.1597,84.073,0.0001346,82.0219,278.0935,15.30207905,482.3284666158188,LEO
STARLINK-32444,2026-04-02 16:20:05.329536,53.1595,82.5336,0.0001369,94.0994,266.0164,15.30218447,482.2969905557429,LEO
STARLINK-32619,2026-04-02 23:09:43.781184,53.1599,81.4494,0.0002061,85.5541,274.5696,15.30233436,482.25223736803764,LEO
STARLINK-32580,2026-04-02 15:01:57.228384,53.1587,70.1044,0.0001244,90.5321,269.5823,15.30223067,482.28319638036646,LEO
STARLINK-32617,2026-04-02 22:14:12.726816,53.1599,68.4251,0.0001458,102.157,257.9594,15.30248016,482.20870604707943,LEO
SUPERVIEW NEO-2 03,2026-04-02 12:41:44.866464,97.4393,100.9342,0.0001576,87.4066,272.735,15.19721137,513.8197103162456,LEO
SUPERVIEW NEO-2 04,2026-04-02 11:06:55.894752,97.4396,100.8735,0.0001341,116.7655,243.3717,15.19720858,513.8205529554843,LEO
KINEIS-5C,2026-04-02 23:04:13.376352,97.9289,253.8721,0.0004484,119.3889,240.7767,14.72331808,660.7708822450832,LEO
KINEIS-5D,2026-04-01 21:47:44.949696,97.9258,252.8049,0.0004569,129.9466,230.2143,14.72329752,660.7774284767947,LEO
KINEIS-5E,2026-03-31 16:50:17.222208,97.9283,251.8277,0.0006037,114.7296,245.454,14.72324529,660.7940583936697,LEO
KINEIS-5A,2026-04-02 08:48:14.607936,97.9518,253.6112,0.0005473,135.5685,224.5963,14.7224702,661.0408568978437,LEO
KINEIS-5B,2026-04-02 21:54:55.707264,97.9982,257.2233,0.0002982,132.0491,228.0974,14.78159993,642.275166643396,LEO
STARLINK-11384 [DTC],2026-04-02 18:05:43.248192,43.0014,258.3984,0.0003024,259.3677,100.685,15.70974075,363.2488773806199,LEO
STARLINK-11379 [DTC],2026-04-02 19:29:38.300640,42.9998,257.9719,0.0001163,299.1665,60.9086,15.70916005,363.4148338127552,LEO
STARLINK-11387 [DTC],2026-04-02 20:53:32.582400,42.9999,257.5476,0.0001374,248.6944,111.3777,15.70930468,363.3734995024297,LEO
STARLINK-11389 [DTC],2026-04-02 20:45:54.208800,43.0008,257.505,0.0001496,292.9694,67.1016,15.70920847,363.40099562205796,LEO
STARLINK-11388 [DTC],2026-04-02 20:38:15.545760,43.0004,257.4625,0.0001265,260.3299,99.7425,15.70884914,363.5036920094162,LEO
STARLINK-11345 [DTC],2026-04-02 20:30:35.555616,43.0033,257.4193,0.0005809,263.7604,96.2602,15.71048933,363.0349581341352,LEO
STARLINK-11381 [DTC],2026-04-02 21:54:31.462560,43.0011,256.9926,0.0002161,287.6058,72.4574,15.70978043,363.23753773102453,LEO
STARLINK-11369 [DTC],2026-04-02 14:09:04.737024,42.999,258.8655,0.0001839,273.9035,86.1622,15.70953537,363.3075711182446,LEO
STARLINK-11303 [DTC],2026-04-02 10:58:19.221024,42.9999,259.5908,0.0003877,273.802,86.2404,15.71064742,362.98978344703664,LEO
STARLINK-11367 [DTC],2026-04-02 18:28:28.362144,43.0001,257.6314,0.00018,282.5126,77.554,15.70899466,363.4621019729848,LEO
STARLINK-11386 [DTC],2026-04-02 19:52:23.117376,43.0004,257.2032,0.0001658,260.3146,99.7534,15.70927404,363.3822561615607,LEO
STARLINK-11380 [DTC],2026-04-02 08:00:01.999872,43.0003,260.1117,0.0001828,277.2758,191.9604,15.70840274,363.6312784253969,LEO
STARLINK-33566,2026-04-02 21:36:53.532576,42.9992,54.1037,4.13e-05,278.4043,81.6761,15.27612662,490.08829600415265,LEO
STARLINK-33545,2026-04-02 14:49:57.400608,42.9996,70.1555,0.0001274,263.0868,96.9839,15.27578916,490.1893419275393,LEO
STARLINK-33562,2026-04-02 15:06:35.591904,43.002,70.2421,7.11e-05,276.1542,83.9228,15.27589685,490.15709581871215,LEO
STARLINK-33554,2026-04-02 06:53:37.803840,42.9999,71.9725,0.0001149,280.32,79.7522,15.27570412,490.2148061110847,LEO
STARLINK-33555,2026-04-02 23:23:16.408608,43.0097,68.5299,0.000297,256.3491,103.703,15.27597353,490.13413540682814,LEO
STARLINK-33559,2026-04-02 15:26:56.829984,43.0042,70.3472,6.81e-05,272.9812,87.0962,15.27604257,490.1134628163827,LEO
STARLINK-33553,2026-04-02 15:15:50.844096,43.0037,70.2905,3.9e-05,274.0462,86.0345,15.2759205,490.1500142418736,LEO
STARLINK-33556,2026-04-02 14:55:29.604288,42.9977,70.1829,6.61e-05,271.8317,88.2459,15.27587262,490.1643510853073,LEO
STARLINK-33551,2026-04-02 15:21:23.762304,42.9988,70.3193,8.93e-05,257.4395,102.6357,15.27604322,490.11326818815724,LEO
GUANGCHUAN 01,2026-04-02 16:23:44.750976,49.9436,169.5933,0.0007378,350.7051,9.3762,15.14111218,530.815145956416,LEO
GUANGCHUAN 02,2026-04-02 16:25:23.575296,49.9421,169.5232,0.0006175,39.0487,321.0908,15.14081017,530.9069248524083,LEO
STARLINK-32311,2026-04-02 16:42:41.385312,43.0002,345.6298,1.83e-05,79.7212,280.366,15.27628692,490.04029854756664,LEO
STARLINK-32470,2026-04-02 02:45:39.491424,43.0055,3.7205,0.0002534,264.081,95.9753,15.2759825,490.13144951830054,LEO
STARLINK-32502,2026-04-02 18:58:40.619424,43.0003,0.1853,3.66e-05,12.0926,347.9934,15.27614576,490.0825650098095,LEO
STARLINK-32521,2026-04-02 10:48:13.264128,42.993,358.3574,8.51e-05,62.4149,297.6789,15.27612599,490.0884846421013,LEO
STARLINK-32549,2026-04-02 18:06:52.085664,42.9983,359.9159,9.19e-05,260.229,99.8458,15.27620849,490.06378216395933,LEO
STARLINK-32535,2026-04-02 17:36:19.271232,43.0024,357.1622,0.0001138,278.9658,81.1065,15.27614142,490.0838645132244,LEO
STARLINK-32548,2026-04-02 22:27:20.093472,43.0042,359.5528,0.0002035,255.2292,104.8335,15.27645627,489.98959222751546,LEO
STARLINK-32525,2026-04-02 10:25:19.957728,43.0002,1.8086,0.000187,283.6801,76.3842,15.27586179,490.1675939531351,LEO
STARLINK-32628,2026-04-02 10:51:14.901120,43.0029,1.9432,5.84e-05,267.3559,92.7226,15.27603274,490.11640619569516,LEO
STARLINK-32626,2026-04-02 22:18:05.097024,43.0032,359.5014,0.0001489,260.0197,100.0487,15.27627222,490.0447000260947,LEO
STARLINK-32608,2026-04-02 10:41:59.820000,43.0073,1.8952,4.25e-05,324.4226,35.6598,15.27586338,490.16711785318694,LEO
STARLINK-32488,2026-04-02 19:24:33.816672,43.0022,0.3163,0.0001822,254.2016,105.8634,15.27635335,490.02040814454085,LEO
STARLINK-32490,2026-04-02 15:02:14.238816,43.0005,0.6743,0.0001516,262.9212,97.1467,15.27641569,490.0017424962698,LEO
STARLINK-32557,2026-04-02 23:20:59.780832,43.0013,348.4387,0.0001003,218.3715,141.7066,15.2761355,490.0856371087375,LEO
STARLINK-32568,2026-04-02 22:12:31.866048,43.0045,359.473,0.000134,265.8214,94.2485,15.27639172,490.00891950385085,LEO
STARLINK-32462,2026-04-02 11:10:26.945760,43.0044,358.5885,0.0001695,263.0053,97.0606,15.27602919,490.11746916661923,LEO
STARLINK-32463,2026-04-02 18:21:40.354560,43.0001,359.9926,6.49e-05,254.4774,105.6006,15.27609558,490.09759018134173,LEO
STARLINK-32550,2026-04-02 22:21:47.049984,43.0046,359.5171,0.0001078,260.247,99.826,15.27617135,490.0749027429656,LEO
STARLINK-32507,2026-04-02 18:01:19.068960,42.999,359.8875,8.56e-05,289.9264,70.1495,15.27614722,490.0821278498124,LEO
STARLINK-32245,2026-04-02 18:53:08.233440,43.0015,0.1535,6.34e-05,253.549,106.5292,15.27597059,490.1350157320685,LEO
STARLINK-32546,2026-04-02 17:32:37.199040,43.0025,357.1355,0.0003963,284.2494,75.7917,15.27606547,490.10660592259774,LEO
STARLINK-32545,2026-04-02 16:21:50.639904,43.0038,1.0869,0.0002046,273.5522,86.5095,15.27607948,490.1024109493019,LEO
STARLINK-32554,2026-04-02 18:38:19.486752,43.0023,0.0752,3.28e-05,342.9703,17.1138,15.2761407,490.08408009910454,LEO
STARLINK-32570,2026-04-02 10:56:47.869440,43.0028,1.9701,6.88e-05,304.5847,55.494,15.27598603,490.13039253056013,LEO
KONDOR-FKA NO. 2,2026-04-02 23:39:00.810720,97.4327,297.5133,0.0001686,91.2116,268.9312,15.19746118,513.7442634371764,LEO
STARLINK-32529,2026-04-02 12:43:45.059232,43.0024,23.7065,9.46e-05,296.6325,63.443,15.27564393,490.23282941012985,LEO
STARLINK-32464,2026-04-02 22:19:45.492096,43.0037,21.5251,0.000166,278.234,81.8324,15.27628797,490.03998415651404,LEO
STARLINK-32482,2026-04-02 11:59:19.143168,43.0008,23.4495,8.91e-05,271.7341,88.3409,15.27597166,490.13469534155684,LEO
STARLINK-32454,2026-04-02 05:35:58.633728,43.005,32.6698,0.0001459,251.9324,108.1368,15.27596331,490.1371955862587,LEO
STARLINK-32485,2026-04-02 19:40:09.408576,43.0014,25.0108,0.0001098,257.2839,102.789,15.27590801,490.1537541505777,LEO
STARLINK-32388,2026-04-02 19:37:48.552384,43.0038,29.3176,0.0001052,266.425,93.6481,15.27602631,490.11833152079817,LEO
STARLINK-32374,2026-04-02 22:00:01.999584,43.0038,21.3822,0.0001242,254.6816,122.0077,15.2751805,490.3716028953195,LEO
STARLINK-32384,2026-04-02 12:32:38.059872,43.0046,23.6248,4.63e-05,327.324,32.7584,15.27604619,490.11237888705546,LEO
STARLINK-32295,2026-04-02 12:47:25.877760,43.0038,23.6981,4.57e-05,265.2049,94.875,15.27585775,490.1688036665855,LEO
STARLINK-32479,2026-04-02 12:17:49.250112,43.0066,23.5449,0.0001261,276.4551,83.6157,15.27591599,490.15136468069886,LEO
STARLINK-32468,2026-04-02 12:15:58.344480,43.0081,23.533,8.8e-05,298.1788,61.8975,15.27597211,490.1345605978968,LEO
STARLINK-32629,2026-04-02 19:27:54.890208,43.0035,21.4888,0.000242,282.7203,77.3378,15.27619051,490.06916578812616,LEO
STARLINK-32644,2026-04-02 12:45:34.325856,43.0065,23.6828,0.0001379,265.908,94.1614,15.27603074,490.1170050525034,LEO
STARLINK-32623,2026-04-02 19:54:56.915424,43.0012,25.0887,0.0001532,270.6081,89.4595,15.27620536,490.0647193569512,LEO
STARLINK-32639,2026-04-02 22:06:48.354336,43.0042,21.4517,0.0001375,245.7214,114.3494,15.27623518,490.05579058560215,LEO
STARLINK-32625,2026-04-02 22:17:54.881952,43.0014,21.5074,8.42e-05,177.9904,182.0951,15.27617955,490.0724474685494,LEO
STARLINK-32635,2026-04-02 19:48:54.647136,43.0015,29.3749,2.38e-05,266.1923,93.8901,15.2762872,490.0402147099503,LEO
STARLINK-32532,2026-04-02 19:55:40.551744,43.0026,21.6324,9.4e-05,253.1712,106.9036,15.27620451,490.0649738662851,LEO
STARLINK-32503,2026-04-02 22:40:33.895200,43.0068,28.5459,9.94e-05,239.3144,120.761,15.2762083,490.0638390542599,LEO
STARLINK-32508,2026-04-02 20:12:18.080352,43.0107,21.7127,6.28e-05,32.3655,327.7236,15.27622688,490.05827578731896,LEO
STARLINK-32524,2026-04-02 12:20:49.434720,43.0018,27.0211,6.22e-05,274.1904,85.8876,15.27585854,490.16856711366563,LEO
STARLINK-32484,2026-04-02 22:16:03.209088,43.0023,21.4984,0.0001635,249.7341,110.3335,15.27620918,490.0635755623525,LEO
STARLINK-32497,2026-04-02 20:00:30.104928,43.0,25.1195,2.66e-05,243.6372,116.4453,15.27623599,490.0555480539888,LEO
STARLINK-32526,2026-04-02 12:15:16.621920,43.0037,26.9914,8.58e-05,296.225,63.8514,15.27588826,490.1596679477616,LEO
STARLINK-32523,2026-04-02 17:27:29.958048,69.9996,103.9276,0.0004233,269.723,90.3444,14.98339764,579.1626967438206,LEO
STARLINK-32551,2026-04-02 18:27:34.605792,70.0004,103.6789,0.0003507,272.2078,87.868,14.98336041,579.1742097130063,LEO
STARLINK-32506,2026-04-02 17:51:32.766336,70.0007,103.9899,0.0003111,269.3184,90.7618,14.98336262,579.1735262934126,LEO
STARLINK-32562,2026-04-02 10:44:56.304096,70.0,104.5553,0.0003659,271.9722,88.1018,14.98324021,579.2113805701911,LEO
STARLINK-32558,2026-04-02 09:20:49.285248,69.9993,104.753,0.0003925,272.6717,87.3992,14.98323797,579.212073276407,LEO
STARLINK-32538,2026-04-02 17:39:30.743136,70.0007,103.9576,0.0003522,273.2454,86.8302,14.98321852,579.2180880764718,LEO
STARLINK-32257,2026-04-02 22:00:01.999584,69.9991,103.2283,0.0003996,266.5853,236.6218,14.9830545,579.2688108308967,LEO
STARLINK-32407,2026-04-02 18:33:35.966016,69.9997,103.6842,0.0003631,265.481,94.5935,14.98362362,579.0928159302075,LEO
STARLINK-32575,2026-04-02 09:59:26.780352,69.9999,94.4422,0.000369,267.4862,92.5874,14.98341851,579.1562429460637,LEO
STARLINK-32552,2026-04-02 22:00:01.999584,69.9994,103.2542,0.0003868,264.9321,215.7667,14.9830477,579.2709137330248,LEO
STARLINK-32534,2026-04-02 09:44:51.829152,70.0005,104.8158,0.0004017,267.9739,92.096,14.98338439,579.1667941555388,LEO
STARLINK-32516,2026-04-02 22:21:41.685408,69.9994,103.4364,0.0003787,273.6839,86.3888,14.98644553,578.2203318832517,LEO
STARLINK-32542,2026-04-02 09:14:48.329376,69.9997,104.7377,0.0004098,270.7637,89.3052,14.98296968,579.2950415562655,LEO
STARLINK-32600,2026-04-02 09:35:26.711808,69.9998,94.7832,0.000361,269.9132,90.1614,14.98335147,579.1769743170562,LEO
STARLINK-32584,2026-04-02 18:39:37.143072,70.0002,103.6376,0.0003287,271.3733,88.7049,14.98336004,579.1743241316872,LEO
STARLINK-32587,2026-04-02 22:00:01.999584,69.9993,103.1873,0.0003248,267.083,191.1414,14.98305123,579.2698220792217,LEO
STARLINK-32602,2026-04-02 17:12:04.259808,69.9999,93.8847,0.0003555,269.7781,90.2971,14.98337916,579.1684114751843,LEO
STARLINK-32565,2026-04-02 17:57:31.242528,70.0007,103.6046,0.0002871,271.4174,88.6656,14.98341901,579.1560883272305,LEO
STARLINK-32589,2026-04-02 17:57:20.147904,70.0009,104.0021,0.0003513,270.5456,89.53,14.98324639,579.2094694441166,LEO
STARLINK-32581,2026-04-02 16:48:01.694304,70.0011,93.8251,0.0003005,270.4369,89.6445,14.98344248,579.1488305288894,LEO
2024-226A,2026-04-02 23:13:45.129216,50.004,189.132,0.0056275,273.9661,85.4793,13.60148569,1042.2891881552823,LEO
2024-226B,2026-04-02 23:07:42.555936,50.0038,244.4211,0.0012187,203.9123,156.1189,13.41493128,1110.8593514432796,LEO
TJS-13,2026-03-30 15:22:25.033728,63.7235,48.2313,0.7013343,269.4781,17.1131,2.00636993,20182.870593222076,MEO
HAISHAO-1,2026-03-31 23:21:34.144704,42.9807,106.9787,0.0001388,22.0499,338.0426,15.65375184,379.2969512396776,LEO
STARLINK-32686,2026-04-02 13:23:08.570112,43.0042,132.2996,0.0001279,267.1746,92.896,15.27607468,490.1038481985315,LEO
STARLINK-32688,2026-04-02 20:04:58.514304,43.0032,134.4105,0.0001393,279.0029,81.0665,15.27620185,490.06577033094345,LEO
STARLINK-32684,2026-04-02 19:27:57.751776,42.9991,134.2162,0.0001743,269.8979,90.1673,15.27621001,490.06332704160013,LEO
STARLINK-32672,2026-04-02 19:48:20.061216,42.9988,134.3229,9.86e-05,76.3907,283.7054,15.27594178,490.14364233549986,LEO
STARLINK-32682,2026-04-02 17:56:04.264512,43.0026,102.1745,9.49e-05,284.2631,75.8115,15.2760248,490.11878365799294,LEO
STARLINK-32663,2026-04-02 11:11:29.391360,43.0002,136.7807,0.0001832,266.078,93.9862,15.27623335,490.0563385274736,LEO
STARLINK-32640,2026-04-02 11:46:25.711104,42.9994,136.1117,0.0001585,273.1982,86.8688,15.27586613,490.16629441007444,LEO
STARLINK-32653,2026-04-02 10:43:16.136256,42.9998,129.6682,0.0001468,269.9814,90.087,15.27616498,490.0768100735095,LEO
STARLINK-32647,2026-04-02 20:08:39.655968,43.0017,134.4252,0.0003756,272.3999,87.6423,15.27616229,490.07761552432567,LEO
STARLINK-32667,2026-04-02 19:16:51.699360,43.0001,134.1563,0.0001328,293.8713,66.1999,15.2759647,490.1367793777017,LEO
STARLINK-32655,2026-04-02 12:34:32.796480,43.0007,136.354,0.0001575,269.6825,90.3846,15.27607825,490.1027792443465,LEO
STARLINK-32665,2026-04-02 19:59:24.523872,43.0011,134.3785,0.0001021,268.5326,91.5409,15.27632037,490.0302829645743,LEO
STARLINK-32664,2026-04-02 22:00:01.999584,42.9997,131.9102,0.001055,83.1525,128.0483,15.38963291,456.3107027497581,LEO
STARLINK-32660,2026-04-02 13:06:43.107264,43.0021,121.7931,0.0001773,280.8105,79.2547,15.27611124,490.09290116919874,LEO
STARLINK-32448,2026-04-02 19:22:25.739040,43.0018,134.1862,6.28e-05,307.5572,52.5223,15.27635837,490.01890506710606,LEO
STARLINK-32430,2026-04-02 03:01:03.820224,42.9969,135.0735,8.89e-05,317.7798,42.2985,15.27594188,490.14361239236587,LEO
STARLINK-32675,2026-04-02 19:53:51.472608,43.0051,134.3494,0.0003306,270.4084,89.6389,15.27613067,490.0870833319377,LEO
STARLINK-32671,2026-04-02 19:11:30.744960,42.9973,134.9766,0.0002491,282.1297,77.9276,15.27614859,490.0817176380988,LEO
STARLINK-32670,2026-04-02 11:51:59.173632,43.0001,136.1346,0.0001424,269.2325,90.8364,15.27597675,490.13317124141395,LEO
STARLINK-32642,2026-04-02 19:33:31.237632,43.0035,134.241,3.15e-05,329.4277,30.6556,15.27614092,490.0840142256402,LEO
STARLINK-32668,2026-04-02 10:57:24.706080,42.9986,133.254,0.0001641,266.0688,93.9976,15.27574694,490.2019841584661,LEO
STARLINK-32669,2026-04-02 09:31:46.998336,43.0008,137.1204,0.0001487,271.7862,88.2819,15.27609005,490.0992460093812,LEO
STARLINK-32666,2026-04-02 19:05:58.317504,42.998,134.9488,8.71e-05,273.2097,86.8655,15.27590691,490.15408352628947,LEO
STARLINK-32662,2026-04-02 09:20:39.847776,43.0009,137.0629,6.31e-05,245.4605,114.618,15.27628427,490.0410920108616,LEO
COSMOS 2580,2026-04-02 19:55:49.365408,67.1458,234.0029,0.0006714,267.97,92.0616,13.96674467,912.4707223820105,LEO
STARLINK-11394 [DTC],2026-04-02 23:05:45.144384,53.1569,341.6232,0.0001001,104.0448,256.0681,15.69818261,366.5539666823279,LEO
STARLINK-11490 [DTC],2026-04-02 23:12:49.196448,53.1566,341.6553,7.59e-05,83.2533,276.8572,15.69826248,366.5311136694627,LEO
STARLINK-11466 [DTC],2026-04-02 23:26:56.696640,53.1568,341.7186,7.62e-05,91.5394,268.5711,15.6982349,366.5390050472679,LEO
STARLINK-11468 [DTC],2026-04-02 23:41:04.575264,53.1574,341.7831,8.62e-05,106.4829,253.6284,15.69748343,366.7540296641382,LEO
STARLINK-11488 [DTC],2026-04-02 21:48:11.966112,53.1567,341.9993,6.97e-05,13.1107,346.9929,15.69780692,366.6614645668533,LEO
STARLINK-11483 [DTC],2026-04-02 22:30:26.399520,53.1573,341.4582,0.0001134,40.8519,319.2584,15.69762439,366.71369425177,LEO
STARLINK-11492 [DTC],2026-04-02 23:34:00.775488,53.1572,341.7612,0.0001006,126.5847,233.5263,15.6976124,366.71712514197316,LEO
STARLINK-11471 [DTC],2026-04-02 22:37:30.352224,53.1564,341.5032,0.0001197,109.4312,250.6836,15.6974402,366.7663999601564,LEO
STARLINK-11475 [DTC],2026-04-02 22:44:34.255680,53.1572,341.5213,8.85e-05,52.464,307.6459,15.6974358,366.76765902654734,LEO
STARLINK-11469 [DTC],2026-04-02 22:58:41.562336,53.1572,341.5893,8.7e-05,81.5633,278.5484,15.69725801,366.81853438537564,LEO
STARLINK-11476 [DTC],2026-04-02 22:23:23.005824,53.1566,341.4246,0.0001197,53.3386,306.7742,15.69684443,366.9368857633672,LEO
STARLINK-11485 [DTC],2026-04-02 22:51:37.635552,53.1576,341.5524,9.36e-05,82.7025,277.4099,15.69831294,366.51667576973887,LEO
STARLINK-11481 [DTC],2026-04-02 22:16:27.080544,53.1577,342.1247,0.0001288,205.6684,154.427,15.69889359,366.3505424834675,LEO
STARLINK-32650,2026-04-02 18:38:16.253664,53.159,107.927,0.0001513,94.0421,266.0753,15.3021258,482.31450806421435,LEO
STARLINK-32636,2026-04-02 17:40:31.581696,53.1569,107.6808,0.0001202,91.8677,268.2462,15.30225222,482.27676210801565,LEO
STARLINK-32643,2026-04-02 07:14:49.191072,53.1578,97.163,0.0001473,102.2368,257.8798,15.30215017,482.30723173084425,LEO
STARLINK-32652,2026-04-02 10:23:41.326944,53.1595,109.3387,0.0001228,78.1423,281.9716,15.30196384,482.3628661647963,LEO
STARLINK-32631,2026-04-02 10:01:37.431840,53.1581,96.4637,0.0001321,86.848,273.2672,15.3019841,482.3568168768361,LEO
STARLINK-32641,2026-04-02 16:43:40.286784,53.1571,95.3568,0.0001334,82.0441,278.0711,15.30205568,482.3354444253737,LEO
QIANFAN-37,2026-04-02 20:46:43.115520,89.0099,30.1247,0.0002601,88.9057,271.2392,13.51010841,1075.6787484149954,LEO
QIANFAN-38,2026-04-02 21:22:13.959840,89.0106,30.0456,0.0012533,230.505,129.4993,13.51009257,1075.6845690199843,LEO
QIANFAN-39,2026-04-02 21:36:23.431680,89.0098,24.6148,0.0018631,75.4401,284.8857,14.25467678,814.0576729079385,LEO
QIANFAN-40,2026-04-02 22:09:38.449152,89.0134,29.6582,0.0011457,239.5161,120.4859,13.51008872,1075.6859837520824,LEO
QIANFAN-41,2026-04-02 22:21:31.006368,89.0104,29.9911,0.001203,225.6093,134.4074,13.51010373,1075.6804681380127,LEO
QIANFAN-42,2026-04-02 21:34:13.281312,89.0096,24.6787,0.0017477,80.9617,279.3552,14.24559679,817.1104675911565,LEO
